reviewId,content,score,gender,location,date,Prob Pos: Conocer gente sin complicaciones,Prob Pos: Divertido conocer gente,"Prob Pos: Fácil de usar, modo free",Prob Pos: Para viajar,Cluster_asignado,City,Country,Grupo_Sentimiento,Nombre_Topico
1596ce3a-218a-41e7-b336-b6beaff5fa1c,"my names Kristian I'm outgoing love the outdoors. I have a good since humor. my interests include working out, music, camping, hiking, bicycle 🚲 on the trail.",4,male,"Stockholm, Sweden",2015-07-08,0.1006,0.0918,0.693,0.1145,2,Stockholm,Sweden,Positivo,Fácil de usar
1354f32c-099a-484e-8d09-7e52b5c24e3f,I requested for a refund of my tinder account 4000 plus naira Since last month I am still waiting for refund since then and they it is just 4 working days. Please do the needful,4,male,"Milan, Italy",2015-01-15,0.2473,0.0334,0.6774,0.0419,2,Milan,Italy,Positivo,Fácil de usar
2f01025c-bc30-433e-ace6-e30177bc6273,too many bloody pay walls,4,male,"Pretoria, South Africa",2016-12-29,0.6935,0.0918,0.1002,0.1146,0,Pretoria,South Africa,Positivo,Útil para viajar
d56effd4-a9c5-437c-b1a5-98c3985fe4ad,I will have given 5star but it's fine this way.,4,male,"Lisbon, Portugal",2015-07-10,0.063,0.0576,0.8075,0.0719,2,Lisbon,Portugal,Positivo,Fácil de usar
ecc591d2-391c-4cac-982a-04897e4bdbc0,"It works I've had three relationships, but most of it is women who give you one word reply. Stay strong dudes",4,male,"Harare, Zimbabwe",2016-12-13,0.8561,0.042,0.0458,0.0561,0,Harare,Zimbabwe,Positivo,Útil para viajar
f0037580-4b34-4eb2-bbf0-8edce2206a06,"I like everything but can someone help me, I want to put my Instagram information in my bio but tinder won't let me they keep telling me to delete it, but I see some other accounts on tinder and they have Instagram information in their bio so my question is why can they do it but I can't EVEN though my account is verified, why r u not letting people put their Instagram information if they choose they want to do it",4,male,"Nairobi, Kenya",2016-11-07,0.0223,0.4611,0.4914,0.0253,2,Nairobi,Kenya,Positivo,Fácil de usar
20c8c1ab-ada2-44dd-998b-ce9b19ba2529,Everything is good but i just wanted to delete my profile to just have a break nd my account is being banned.why?,4,male,"Tunis, Tunisia",2016-09-20,0.036,0.3415,0.0366,0.5859,3,Tunis,Tunisia,Positivo,Para hacer amigos
c9a34ec6-b6e5-4c8b-956d-9d750e534417,if you have a bit of money to spend it's a great app,4,male,"Alexandria, Egypt",2016-11-30,0.6935,0.0918,0.1002,0.1145,0,Alexandria,Egypt,Positivo,Útil para viajar
a5ebf11b-c5ff-440b-ba16-dea07a16953e,"It's only been a day, but I've seen some amazing people. And one lady has caught my eye. Wish me luck.",4,male,"Lahore, Pakistan",2015-12-08,0.047,0.5809,0.3197,0.0524,1,Lahore,Pakistan,Positivo,Cara pero funciona
ffb03fde-28f5-4ca7-bff1-8fdc2771602c,They are making me pay to check who liked me,4,male,"Tel Aviv, Israel",2016-06-23,0.6935,0.0918,0.1002,0.1146,0,Tel Aviv,Israel,Positivo,Útil para viajar
5b1cd4bf-2c0b-49d8-b3b9-50891eb5cfdd,im fresher here i hope it will help me to find someone special,4,male,"Lusaka, Zambia",2016-12-06,0.0461,0.0423,0.8593,0.0524,2,Lusaka,Zambia,Positivo,Fácil de usar
d4af82bc-59d5-4e8c-bec6-dc0cb6ea40f4,Nice app to use.plenty in my county if that the truth they tell ya.i do see plenty nice lady's but shame they get up set with ya not talking and you can't even explain to them if ya don't join in full do to make contact with words😄but apart from that it alot of fun yes 😁,4,male,"Hanoi, Vietnam",2016-01-15,0.046,0.0422,0.8594,0.0524,2,Hanoi,Vietnam,Positivo,Fácil de usar
fc4d44af-fc34-4ba9-aefa-c120083e7228,Any reason why I set my max distance to 20 miles yet still my matches end up being over 100+ miles away. My last match was over 500 miles away. Does the filters really matter? Or it it just for show?,4,male,"Bangalore, India",2016-02-03,0.0363,0.0331,0.8891,0.0415,2,Bangalore,India,Positivo,Fácil de usar
c0ad0190-e47f-40d6-9a13-539197154f0e,Not experience... first day....using...this app..ok man... thank you ...,4,male,"Oslo, Norway",2015-06-28,0.8894,0.033,0.0363,0.0412,0,Oslo,Norway,Positivo,Útil para viajar
619c4cd7-b0d0-4ee6-856d-8bd1538ceaf8,"Except fake profiles, everything pleases me",4,male,"Kuala Lumpur, Malaysia",2016-03-31,0.5895,0.3123,0.0458,0.0524,0,Kuala Lumpur,Malaysia,Positivo,Útil para viajar
5e0df11e-8656-4113-b13b-68254a54f1fb,Great app experience however I've been unable to pay for months it keeps telling me payment failed check payment country. I've tried resolving this but to no avail.,4,male,"Birmingham, United Kingdom",2015-08-04,0.3357,0.042,0.0458,0.5765,3,Birmingham,United Kingdom,Positivo,Para hacer amigos
4c624994-4593-46cc-a33b-731011306b4b,"Tinder is ok, i think the people who are on it are more questionable. Too many fake, edited photos and they should state where they are not how many miles",4,male,"Kumasi, Ghana",2016-07-06,0.8597,0.042,0.0459,0.0524,0,Kumasi,Ghana,Positivo,Útil para viajar
66937389-3049-480e-a3ac-1983b334b367,Updated post..people want WHATSAPP communication and then Ghost yeah because I won't install whatsapp...also..subscription doesn't show up under Google play..you have to go into Tinder settings for canceling subscription..,4,male,"Johannesburg, South Africa",2016-09-16,0.8598,0.042,0.0458,0.0524,0,Johannesburg,South Africa,Positivo,Útil para viajar
d255064d-1753-4cf5-b1f9-8657bae40829,need more abilities for people who no wanf spend money,4,male,"Abu Dhabi, United Arab Emirates",2016-03-23,0.588,0.0421,0.3175,0.0524,0,Abu Dhabi,United Arab Emirates,Positivo,Útil para viajar
8e2ff54c-f051-4125-9831-69b61be291ce,userfriendly way to meet others,4,male,"Durban, South Africa",2016-07-23,0.8073,0.0577,0.0631,0.0719,0,Durban,South Africa,Positivo,Útil para viajar
5c5e833f-118f-481a-84a0-1f1deae560d7,Really great app to meet peopel except I've been banned 3 times. Good app tho,4,male,"Dar es Salaam, Tanzania",2016-10-11,0.8049,0.0577,0.0631,0.0742,0,Dar es Salaam,Tanzania,Positivo,Útil para viajar
de4173ce-819f-4864-864c-b78aa9a28bfa,can get what want if u know what u want. don't be confusing. shoot or boot,4,male,"Casablanca, Morocco",2016-10-29,0.1,0.0918,0.1011,0.7071,3,Casablanca,Morocco,Positivo,Para hacer amigos
35165f2b-9b59-4911-86c1-a26297442ea1,I got my refund. Thank you for quick help. I hope I will join again .,4,male,"Helsinki, Finland",2015-07-05,0.0458,0.042,0.8598,0.0524,2,Helsinki,Finland,Positivo,Fácil de usar
35d72f5a-2af3-4632-80a2-7cf2b570a8ad,I don't understand why I am messaging sumbuddy and they just disappear . I was taking and my conversation and who ever disappeared when I was writing a message. What a dumb dating site you can't find any buddy cause you can't talk to Anny buddy.,4,male,"Taipei, Taiwan",2016-04-17,0.589,0.0421,0.3166,0.0524,0,Taipei,Taiwan,Positivo,Útil para viajar
d052e338-147d-47a6-857b-6eb8b34a1d01,takes a lot of patience so can may be add feature for finding tinder users in a selected city or local area please...tha will really be a welcome change,4,male,"Shenzhen, China",2016-03-11,0.0457,0.0425,0.8595,0.0524,2,Shenzhen,China,Positivo,Fácil de usar
d79f6266-23a2-4a8d-91b9-ddcafab37b35,I got banned for deleting my account,4,male,"Marseille, France",2015-02-21,0.0629,0.058,0.0632,0.8158,3,Marseille,France,Positivo,Para hacer amigos
3f009caa-1aba-4330-9c7e-c57c9f42d9de,very good dating app...I met so many people because of it However it tends to show people out of my Search Range so please fix that,4,male,"Krakow, Poland",2015-06-18,0.2638,0.0331,0.2511,0.452,3,Krakow,Poland,Positivo,Para hacer amigos
eea048bc-7ef0-4ce9-82f8-e9ced48588f5,it's good for a dating app I find true love easily so yeah,4,male,"Bali, Indonesia",2016-06-12,0.1006,0.0918,0.693,0.1145,2,Bali,Indonesia,Positivo,Fácil de usar
256d57a1-d658-47ff-9915-a76ae54d9de1,almost perfect except for sometimes its automatically logging out,4,male,"Lyon, France",2015-07-09,0.1002,0.092,0.6927,0.1151,2,Lyon,France,Positivo,Fácil de usar
291bc51d-3574-4ff4-b559-d0a9dca67f20,"apps great and all, however the paying thing should be a little less complicated, or newcomers should have more free credits",4,male,"Abuja, Nigeria",2016-09-01,0.0459,0.0421,0.3171,0.5949,3,Abuja,Nigeria,Positivo,Para hacer amigos
a4f44a78-e45e-431a-86a2-b36dfb013066,They don't force me 🤪 to lie about my height! It's nice to get rejected 🙂 in person.,4,male,"Manchester, United Kingdom",2015-03-22,0.1009,0.0918,0.6927,0.1146,2,Manchester,United Kingdom,Positivo,Fácil de usar
6f495a49-6c7c-422e-b3f9-117f9a3f44c0,looks the apps fine but don't expect magic,4,male,"Budapest, Hungary",2015-01-23,0.1,0.0918,0.6936,0.1146,2,Budapest,Hungary,Positivo,Fácil de usar
3a6dc685-a95a-461e-ae57-6ded51628bc5,"so amazing now difficulties to open, use, and affordable",4,male,"Kampala, Uganda",2016-11-18,0.0627,0.43,0.4354,0.0719,2,Kampala,Uganda,Positivo,Fácil de usar
cd740c8f-3070-417c-9f26-def63f5b15da,"if I wasn't poor, I could see who likes me.",4,male,"Lagos, Nigeria",2016-10-09,0.0458,0.042,0.8598,0.0524,2,Lagos,Nigeria,Positivo,Fácil de usar
c382e65f-7787-49cd-b910-4c2bc2db99b3,"There're pros and cons in this app, obviously. For best performance, just get yearly platinum plan esp for ppl that r looking for serious relationship. For just fun n casuals, adjust ur interests & everything to get the right crowd in the cards. It's common work in apps like this. Overall, it's pretty good (: Update: I've met someone worth my while. Tq 🙋‍♀️",4,male,"Madrid, Spain",2015-01-29,0.5473,0.4053,0.0222,0.0251,0,Madrid,Spain,Positivo,Útil para viajar
e20d0776-1aa7-4cce-8d68-cedc581fee33,Don't like the newest update you can't copy and paste people IGs or snap so you have to go back and forth to type it don't mind just think you should add copy back,4,male,"Lisbon, Portugal",2015-07-23,0.262,0.0273,0.6768,0.0339,2,Lisbon,Portugal,Positivo,Fácil de usar
87bbcc33-7437-4d2c-92a6-d5cf4eec4558,"The standard for a dating app. Plenty of micro transactions and paywall features, but none of them interfere with the core purpose of the app-- matching with someone and talking to them.",4,male,"Helsinki, Finland",2015-06-27,0.8068,0.0579,0.0634,0.0719,0,Helsinki,Finland,Positivo,Útil para viajar
11459807-586f-454e-8091-f2bfcf435a29,should be free and add some advertisement,4,male,"Karachi, Pakistan",2016-01-31,0.0628,0.0576,0.8077,0.0719,2,Karachi,Pakistan,Positivo,Fácil de usar
5f410a53-a2e1-4cfd-b1b5-71236d2302b8,happy for others there picture say a lot about them didn't chat with anyone yet IAM new real humans are really hard to find let's see to whom I am interested very emotionally person I am no show off down to earth respect for everyone,4,male,"Berlin, Germany",2015-05-06,0.0146,0.0133,0.9556,0.0165,2,Berlin,Germany,Positivo,Fácil de usar
0afd3dbf-4668-45ef-ae67-62bd962a38d9,"If you're into fake/scam profiles, sugar babies, prostitutes, supposed ""content creators"" and fake women from Asia who believe us men are going to marry and bring to the US, Tinder is perfect for you. App itself runs fine though.",4,male,"Tripoli, Libya",2016-10-17,0.7361,0.0272,0.2027,0.034,0,Tripoli,Libya,Positivo,Útil para viajar
1903c32d-31b9-410b-9ea3-196096107b4e,first five minutes I had a date,4,male,"Bangkok, Thailand",2016-03-31,0.6935,0.0918,0.1002,0.1145,0,Bangkok,Thailand,Positivo,Útil para viajar
da44296a-0e74-40a9-afb6-f6ef4ca8f2cc,keď chodia relevantné matches tak tá app baví - keď nie je zahodeniu,4,male,"Bangkok, Thailand",2016-05-07,0.1005,0.0918,0.6931,0.1145,2,Bangkok,Thailand,Positivo,Fácil de usar
31181fed-1ff8-4c7b-9777-a42a51a2d11a,Just starting out so we'll see. But so far so good.,4,male,"Athens, Greece",2015-04-08,0.0633,0.0576,0.8042,0.0749,2,Athens,Greece,Positivo,Fácil de usar
5fd727fd-06fd-45d4-bccf-08199b1b64a1,I mean it is the OG of dating apps. Just wish it wouldn't always take so many tries to find someone who is actually willing to meet and hookup. Also annoying how quick you sometimes run out of macthes. Otherwise great app!,4,male,"Guangzhou, China",2016-02-25,0.0256,0.9196,0.0258,0.029,1,Guangzhou,China,Positivo,Cara pero funciona
6cbaccbb-be01-4e06-b3c6-f3d6fabb0772,"Last time I used this it actually got me matches, but even after using a free boost and using tinder gold. Not a single match in two days. They definitely fixed the algorithm so you but the ridiculously priced boosts. Stay away.",4,male,"Seoul, South Korea",2016-01-27,0.4252,0.0178,0.5347,0.0222,2,Seoul,South Korea,Positivo,Fácil de usar
89050d80-ba2c-4213-9c9d-4036bfc81702,have not met no women yet,4,male,"Casablanca, Morocco",2016-12-07,0.518,0.042,0.3877,0.0524,0,Casablanca,Morocco,Positivo,Útil para viajar
5ca7c18f-2021-4669-930f-540767080a1a,"This app is really nice but I can't seem to download it pls fix this problem I've waited hours for this to download but it just won't work I have a lot of storage and it still wont work once again kindly fix it,Thank you",4,male,"Krakow, Poland",2015-06-04,0.8895,0.033,0.0363,0.0412,0,Krakow,Poland,Positivo,Útil para viajar
0a22960d-7cfc-45bd-8ec2-14bccf81eb7b,It's ok so far even though I haven't got no dates yet,4,male,"Bali, Indonesia",2016-06-05,0.0633,0.0576,0.8042,0.0749,2,Bali,Indonesia,Positivo,Fácil de usar
66ba6052-f235-49bc-99e6-82abcbc0e73f,I love how the app make u meet potential match 👍,4,male,"Hanoi, Vietnam",2015-11-27,0.8587,0.042,0.0469,0.0524,0,Hanoi,Vietnam,Positivo,Útil para viajar
70572a8d-521e-4322-99ee-227d7e7a020d,good place to meet people,4,male,"Jeddah, Saudi Arabia",2016-02-09,0.0627,0.8022,0.0632,0.0719,1,Jeddah,Saudi Arabia,Positivo,Cara pero funciona
66b64252-7f08-4506-8663-407382271831,"funny enough, I'm really digging it so far",4,male,"Athens, Greece",2015-11-01,0.1007,0.0918,0.1008,0.7067,3,Athens,Greece,Positivo,Para hacer amigos
dffd8bf2-a17d-4abb-8442-595eecbc70f4,"thought this was suppose to be free, that's why I downloaded lite",4,male,"Harare, Zimbabwe",2016-10-14,0.1002,0.0918,0.6935,0.1145,2,Harare,Zimbabwe,Positivo,Fácil de usar
2f7f6eac-1f0a-4b2a-8597-13d52f7481b9,"Generally all good. Only problem I have is every time I try and video conference it cuts off! And also despite searching for men only, I get a lot of young female escorts showing.",4,male,"Tel Aviv, Israel",2016-01-11,0.3165,0.5842,0.047,0.0524,1,Tel Aviv,Israel,Positivo,Cara pero funciona
89efaff9-335f-4f39-81bb-5308c2af3a20,would be better if you could change location on free.,4,male,"Budapest, Hungary",2015-02-26,0.0629,0.0577,0.8075,0.0719,2,Budapest,Hungary,Positivo,Fácil de usar
10c7b7cb-6237-4a84-91a2-676517b1e489,tinder is the best app of dating and I'm satisfied 100% if you have not yet download the app go faster and do it,4,male,"Jakarta, Indonesia",2016-01-03,0.1,0.0918,0.6937,0.1145,2,Jakarta,Indonesia,Positivo,Fácil de usar
8e8fed23-9c8e-4597-a0d2-14f3ee0deae2,"Soo many beautiful ladies, makes it Hard to choose, I want you all🌹🌹💋💋, text me, let's see where we can take it!!",5,male,"Seville, Spain",2012-11-17,0.036,0.2665,0.6563,0.0413,2,Seville,Spain,Positivo,Fácil de usar
91f7bdf1-8c56-416c-ace4-6d56f6dc1894,here m looking sugar mama plz,5,male,"Dakar, Senegal",2014-09-24,0.1013,0.684,0.1002,0.1145,1,Dakar,Senegal,Positivo,Cara pero funciona
aabefc6e-1848-4702-86f4-e1255c989ff2,haven't had any luck yet but I'm sure happy to have an opportunity,5,male,"Hong Kong, China",2014-01-12,0.0627,0.0578,0.8076,0.0719,2,Hong Kong,China,Positivo,Fácil de usar
a7c38a85-0ee4-45b9-80f9-52ce4b8e0d62,"I love it, however. I got my account deleted as a joke by a friend. I created it again, I am premium, however. It has been a week already and no like, no match, no nothing. I boost my account but nothing. Is impossible..I even tried giving likes to whoever showed up and nothing.",5,male,"Harare, Zimbabwe",2014-09-13,0.0136,0.0122,0.2751,0.6991,3,Harare,Zimbabwe,Positivo,Para hacer amigos
c3d05b03-533b-49b9-a88d-83993661476a,Finally found the love of my life😍. This is far most the best ever app I've ever downloaded. Thank you tinder,5,male,"Shanghai, China",2013-09-03,0.0253,0.1852,0.7602,0.0292,2,Shanghai,China,Positivo,Fácil de usar
e160b0a3-50c0-49a2-a45a-c9601346098b,you are the best app to use I was recommended from a friend so hope I won't be disappointed,5,male,"Seville, Spain",2013-01-21,0.1,0.0918,0.6937,0.1145,2,Seville,Spain,Positivo,Fácil de usar
971e5f85-c98a-4a27-bde0-6c5b33e667b8,"Finding someone, whom I can be with until we grow old... ❤️",5,male,"Jeddah, Saudi Arabia",2013-11-08,0.0631,0.8019,0.0632,0.0719,1,Jeddah,Saudi Arabia,Positivo,Cara pero funciona
9473c392-a608-41f1-bdd5-7fe25f812a83,New to this still. I ts kinda fun.,5,male,"Durban, South Africa",2014-06-08,0.0627,0.0581,0.8073,0.0719,2,Durban,South Africa,Positivo,Fácil de usar
215f7a00-5324-4940-b9c4-72b3a05f6a43,Won't let me log in after I tried reinstalling the app,5,female,"Wellington, New Zealand",2016-08-27,0.1,0.0918,0.1002,0.708,3,Wellington,New Zealand,Positivo,Para hacer amigos
7d3874b0-229b-49de-b231-a5df5637a490,I'm fixing to give you a 1star,5,male,"Córdoba, Argentina",2015-08-25,0.8068,0.0576,0.0637,0.0719,0,Córdoba,Argentina,Positivo,Útil para viajar
460718f3-1b4e-403d-b8dd-3d5344f21fea,Excellent app. I highly recommend using it,5,male,"Los Angeles, United States",2014-11-19,0.8066,0.0584,0.063,0.072,0,Los Angeles,United States,Positivo,Útil para viajar
bca7b160-1249-4e3e-8823-d6a3789521cf,Thank you Tinder for allowing me to find the love of my life... literally met my partner after 40 minutes of talking and now we are in a fully committed relationship with the love of my life.... if it wasn't for this app I wouldn't have been the happiest woman alive... ❤️,5,male,"Lagos, Nigeria",2014-06-28,0.0254,0.0232,0.9225,0.0289,2,Lagos,Nigeria,Positivo,Fácil de usar
86c75100-8e81-4b96-b795-f99b6ee7ab76,I personally liked tinder after I used this app I got a person to whom I blindly trust. Thank you tinder,5,male,"Harare, Zimbabwe",2014-04-24,0.6756,0.033,0.0367,0.2547,0,Harare,Zimbabwe,Positivo,Útil para viajar
f4b4ab72-3532-4ab3-9b39-ed60dc10623c,Why have I been shut out when IV done nothing wrong is what I would like to know,5,male,"Dallas, United States",2014-11-08,0.0457,0.0421,0.0461,0.8661,3,Dallas,United States,Positivo,Para hacer amigos
155d5c3b-509a-454b-bec2-5a4a33b7ed07,it's great besides it cost.momey.to talk or. see who likes tou,5,female,"Christchurch, New Zealand",2016-05-05,0.3159,0.042,0.5897,0.0524,2,Christchurch,New Zealand,Positivo,Fácil de usar
11c6c706-94a7-452d-b9f2-f41f0ceb97c1,How can I pay using mpesa?,5,male,"Bogotá, Colombia",2015-10-10,0.8073,0.0576,0.0631,0.072,0,Bogotá,Colombia,Positivo,Útil para viajar
d79f52cf-94b2-4bb7-a3c7-4ca533ffe828,it's not fair that I can't view my matches because I have to upgrade to gold or something! not nice atall,5,male,"Dublin, Ireland",2013-04-13,0.1005,0.0918,0.6931,0.1145,2,Dublin,Ireland,Positivo,Fácil de usar
5debf924-752d-4b5b-9d68-929418b19256,From 1 star now back to 5 star! Fast response to overcome the issue i had with tinder. Thanks Alana & Luna from Tinder help & support. All the best for you guys!,5,male,"Edinburgh, United Kingdom",2013-02-07,0.0297,0.0272,0.9091,0.0339,2,Edinburgh,United Kingdom,Positivo,Fácil de usar
f3afab0e-71dc-482c-aee8-9d2d80f98277,Why has my account been banned? I have been on this account for 7 years.Please resolve it.,5,male,"Addis Ababa, Ethiopia",2014-10-11,0.036,0.0333,0.4075,0.5232,3,Addis Ababa,Ethiopia,Positivo,Para hacer amigos
7fd63855-e9ff-4184-a8e3-2bedcca8cbf0,Really good but if you offer sometimes premium or any other category as rewards whose are using regularly it could be more better to catch further premium client while after having the premium experience.,5,male,"Casablanca, Morocco",2014-10-06,0.9219,0.0232,0.0259,0.029,0,Casablanca,Morocco,Positivo,Útil para viajar
1befb731-f641-409b-a436-e1b1b095f1b1,I found the love of my life here❤,5,male,"Cali, Colombia",2015-06-10,0.0627,0.8016,0.0637,0.0719,1,Cali,Colombia,Positivo,Cara pero funciona
7560ce2a-d6bb-43ab-89ec-86acea6b2816,I meet alot of people 😍,5,male,"Krakow, Poland",2012-12-25,0.8075,0.0578,0.0629,0.0719,0,Krakow,Poland,Positivo,Útil para viajar
dd6b5f3b-1d16-41d6-bb0c-09f6684a5cac,thies app is the best so far although I am always restrained am now 18 you people should kindly let me in,5,male,"Beijing, China",2013-09-23,0.8047,0.0577,0.0632,0.0744,0,Beijing,China,Positivo,Útil para viajar
91a5282e-45ea-4c3b-926f-bf0aa5eeab3f,Please delete my all data,5,male,"Prague, Czech Republic",2013-02-24,0.0627,0.0576,0.8073,0.0723,2,Prague,Czech Republic,Positivo,Fácil de usar
b66bb58e-2b6f-4e94-9d82-e937b52ec856,"Good, but always banning account, so bad,too much account ban ,you need to inpove the site .even when you subscribe your account will still be ban,stop account ban, everyone keep leaving this application because of account why, this is not supposed to be so,its a dating site its supposed to accommodate people allow people browse freely ,you guys need to upgrade the application, stop banning people account for no reason especially we ladies stop blocking or banning our account, make your site fr",5,male,"Glasgow, United Kingdom",2013-06-03,0.0092,0.9713,0.0092,0.0104,1,Glasgow,United Kingdom,Positivo,Cara pero funciona
eb1bb839-4ced-4e6b-a1ce-d5ca22e07daa,"good app,iam live in kedah malaysia.. 70% percent people iam find from thailand lol.. malaysia and thailand can't talk very different language.. also a bit expansive but okay.. maybe not many from malaysia use this app",5,male,"Valparaíso, Chile",2015-09-21,0.8076,0.0577,0.0629,0.0719,0,Valparaíso,Chile,Positivo,Útil para viajar
d2449e8d-e5f5-4ee2-96fe-178882f09a36,help in restore my purchase,5,male,"Berlin, Germany",2012-11-02,0.1,0.0918,0.6937,0.1145,2,Berlin,Germany,Positivo,Fácil de usar
1286350f-1111-4e7e-a889-99360fa6f93c,Met the women of my dreams,5,female,"Christchurch, New Zealand",2016-08-29,0.8074,0.0576,0.0631,0.0719,0,Christchurch,New Zealand,Positivo,Útil para viajar
a35d6fa4-f447-4146-bede-773adcecff29,"beware of fake profiles, and scams",5,female,"Guayaquil, Ecuador",2016-01-01,0.8076,0.0576,0.0629,0.0719,0,Guayaquil,Ecuador,Positivo,Útil para viajar
4dee1fb9-ad04-4927-8ac4-0eecbd374193,tinder is good the only problem is to bane people without reason or woning,5,male,"Buenos Aires, Argentina",2015-10-22,0.8069,0.0577,0.063,0.0724,0,Buenos Aires,Argentina,Positivo,Útil para viajar
c4cfeaec-fede-4cc5-be8b-094627de3c86,love love love,5,male,"Algiers, Algeria",2014-05-19,0.0459,0.042,0.8597,0.0524,2,Algiers,Algeria,Positivo,Fácil de usar
c26fddd8-a205-4cbf-9bbe-be57937b0263,for it to work properly it costs £50 a month,5,male,"Dar es Salaam, Tanzania",2014-06-18,0.8076,0.0576,0.0629,0.0719,0,Dar es Salaam,Tanzania,Positivo,Útil para viajar
7dc2b988-f71c-43e0-9d26-2fb6a36c0960,a nice place to meet people and have fun,5,male,"Jerusalem, Israel",2013-11-10,0.0457,0.8558,0.0461,0.0524,1,Jerusalem,Israel,Positivo,Cara pero funciona
114819bf-a1cd-44af-94df-ff5c559e7e2b,Looking for the partner who interested in stable life,5,male,"Córdoba, Argentina",2015-07-25,0.046,0.4795,0.4221,0.0524,1,Córdoba,Argentina,Positivo,Cara pero funciona
8168e10f-a377-4f0a-8c9e-cfbb5eb21801,You banned me without any reasonable explanation,5,male,"Helsinki, Finland",2013-01-12,0.805,0.0576,0.0631,0.0742,0,Helsinki,Finland,Positivo,Útil para viajar
57e7c70f-ec07-452f-803b-eb5151fb4572,The app is okay I've given it 5 Stars but the only problem is that it's telling me to buy more more glod and add my account which have been doing and I can't like people I like,5,male,"Dar es Salaam, Tanzania",2014-04-24,0.4616,0.0335,0.4625,0.0423,2,Dar es Salaam,Tanzania,Positivo,Fácil de usar
