reviewId,content,score,gender,location,date,Pos: Buen modo free,Pos: conocer gente,Pos: Encontrar el amor,Pos: Mejores match con mujeres,"Pos: Fácil de usar, buena interfaz",Cluster_asignado,City,Country,Grupo_Sentimiento,Nombre_Topico
3a8cb6f4-971b-4608-bb1d-6d5caaf8e592,need vpn in Dubai,4,male,"Shenzhen, China",2022-04-02,0.7308,0.0565,0.0766,0.0819,0.0541,0,Shenzhen,China,Positivo,Útil para viajar
709f09d3-a336-4fb3-a5df-e65f50abc414,"so far so,.. but even on a black friday sale discount. it's still too expensive, lol..",4,male,"Guangzhou, China",2022-01-06,0.0382,0.8342,0.0459,0.0492,0.0325,1,Guangzhou,China,Positivo,Cara pero funciona
7161da2e-58d1-40a6-9c8e-632c057b5bf2,"create room for video calls and audio calls, it will help alot",4,male,"Philadelphia, United States",2023-02-19,0.0636,0.0565,0.0766,0.7492,0.0541,3,Philadelphia,United States,Positivo,Para hacer amigos
029a7deb-7ce7-42de-baa5-eaad9bfdf449,I met my ex of a year and a half in it. It still seems like the better app. Taking a star away for the heartless spam notifications that are never the good news you're waiting for.,4,male,"Paris, France",2021-01-15,0.0212,0.9079,0.0255,0.0274,0.018,1,Paris,France,Positivo,Cara pero funciona
c3af9d3e-24f6-44a7-98b4-97bb1760a0dc,Just get back on it hopefully some happens,4,male,"Valencia, Spain",2021-07-26,0.0636,0.0565,0.0766,0.7491,0.0541,3,Valencia,Spain,Positivo,Para hacer amigos
33d6acc9-5be8-482d-af0d-d2d0e734d960,much better than tinder. the likes limit is too low though,4,male,"San Diego, United States",2022-12-22,0.0382,0.0339,0.0459,0.8495,0.0325,3,San Diego,United States,Positivo,Para hacer amigos
2f62860e-1b17-4bfd-a5be-84a67f3c76d9,"Unable To Send, Or Receive Free Daily Messenges....",4,female,"Melbourne, Australia",2023-11-26,0.8385,0.0339,0.0459,0.0491,0.0325,0,Melbourne,Australia,Positivo,Útil para viajar
b043fdbd-01ff-4875-a193-042e43a30351,How to sort the payment process thing...it is showing a pending status while im trying to boost,4,female,"Salvador, Brazil",2023-05-14,0.5986,0.0242,0.0328,0.0351,0.3093,0,Salvador,Brazil,Positivo,Útil para viajar
cb3d52cd-87b0-4ca7-aa0a-48839c35f07e,"It's good, but too bad it doesn't have feature to filter that show all (including those that decided to blank certain parts in their profile) but exclude certain criterias, and there is no filter based on interest even though they ask our interests in profile",4,female,"Caracas, Venezuela",2023-08-02,0.9379,0.013,0.0177,0.0189,0.0125,0,Caracas,Venezuela,Positivo,Útil para viajar
ce8f9f7c-ea47-4ec8-9564-480ec0bd6cd2,"Toffe app,werkt goed alleen waar is de speed date functie gebleven? Ik vond dat juist leuk om te doen",4,male,"Budapest, Hungary",2021-02-27,0.0382,0.0339,0.8463,0.0491,0.0325,2,Budapest,Hungary,Positivo,Fácil de usar
47a474c4-6483-47ac-a92c-01f9ab50334f,lahat nalang may bayad,4,female,"Queenstown, New Zealand",2023-09-06,0.0636,0.0565,0.0766,0.7492,0.0541,3,Queenstown,New Zealand,Positivo,Para hacer amigos
986c1c6d-1981-44a1-aa0e-c60d372ee17e,"wish I could communicate better, I don't have money to pay at this stage of the game.",4,female,"Wellington, New Zealand",2024-01-12,0.5599,0.0188,0.376,0.0273,0.018,0,Wellington,New Zealand,Positivo,Útil para viajar
bd9cf987-a02c-4fcb-879f-890c3e5df391,"Description is incorrect about 'unlimited swipes', I got the 'out of likes' notification. 4 star rating for concept and UI [Edit (in reply to developer response)] All that is fine but what I mean is: If the feature is a premium feature, don't market it as one of the free version features. Read your app description on play store and put it in the premium features paragraph.",4,male,"Shanghai, China",2021-12-10,0.2932,0.013,0.0177,0.6636,0.0125,3,Shanghai,China,Positivo,Para hacer amigos
1da2d19a-889a-4032-a666-971534cc24d3,"Really like this app. The speed dating feature is pretty cool. The only problem i have is that in order to change your location you need to pay for premium in order to access the travel feature which after doing that your location wont permanently change until after two weeks of having that location set. This seems very inconvenient especially to me as someone who is broke, is preparing to move to the other sidr of the state and is trying to meet new people in the area they're moving to",4,male,"Cape Town, South Africa",2022-09-07,0.974,0.0055,0.0074,0.0079,0.0052,0,Cape Town,South Africa,Positivo,Útil para viajar
75a1fdb2-44af-464b-9821-bb53cf719afc,"It's okay, but what irritates me is being able to chose only 5 hobby, it should be much more",4,male,"Glasgow, United Kingdom",2021-06-22,0.7308,0.0565,0.0766,0.0819,0.0541,0,Glasgow,United Kingdom,Positivo,Útil para viajar
ad9bcb5a-4fc1-4476-8210-e42c6781a3e8,"After an original rating of 4 that I lowered to 2, I've re-rated Bumble as a 4/5 again. I lowered my rating due to the removal of basic filters like height and political affiliation, requiring you to sift through dozens more people you have no interest in just to make it feel like you have more options. Nothing has changed, these are still locked behind an expensive paywall. Bumble has not improved, however the majority of the competition has gotten worse, putting Bumble back on top with Hinge.",4,male,"Chicago, United States",2023-01-20,0.9525,0.01,0.0135,0.0145,0.0095,0,Chicago,United States,Positivo,Útil para viajar
b7ffd962-1687-4f65-b4b8-178300c8a985,Just one thing can be improved. I should be able to see who I have blocked.,4,female,"Quito, Ecuador",2023-06-06,0.5989,0.0242,0.0328,0.0351,0.309,0,Quito,Ecuador,Positivo,Útil para viajar
80fe1071-7263-4285-9dcc-bc28953af0be,One of the better dating apps but please add the option to keep your pictures in landscape instead of forcing them to be portrait.,4,male,"Cairo, Egypt",2022-06-06,0.8847,0.0242,0.0328,0.0351,0.0232,0,Cairo,Egypt,Positivo,Útil para viajar
4ee7336d-50ca-43d3-8a35-a33d128438ce,"I really like the friend finder part. I wish you could place people in a ""maybe"" section instead of having to say yes or no immediately.",4,male,"Riyadh, Saudi Arabia",2022-02-21,0.0147,0.013,0.7871,0.0189,0.1663,2,Riyadh,Saudi Arabia,Positivo,Fácil de usar
a47a5beb-7e7a-45fd-8000-f75b18bba05c,Abysmal customer service. Still waiting for someone to respond. Paid for a lifetime membership in 2021. Reinstalled app and will not activate. What's going on? 2023/09/13 - Followed comment's instructions below and still no response! Edited review to one star.,4,male,"Manchester, United Kingdom",2021-05-06,0.0173,0.0154,0.0209,0.9316,0.0148,3,Manchester,United Kingdom,Positivo,Para hacer amigos
d8a8ea12-ae58-4df7-b40d-1706603c2ced,it is a good dating site but could expand up to 200 miles to see more people or something,4,male,"Jacksonville, United States",2022-10-21,0.4976,0.0154,0.4499,0.0223,0.0148,0,Jacksonville,United States,Positivo,Útil para viajar
28e43d58-f365-45a4-b5a5-1ba21d2c2daa,Amazing app..using it from past year .. but from past 3days my app is down .. even after deleting it and re installing the app. Kindly plz help,4,female,"Quito, Ecuador",2023-05-04,0.0173,0.0154,0.0209,0.9316,0.0148,3,Quito,Ecuador,Positivo,Para hacer amigos
c79473ef-125e-456f-9165-a5fda28275f0,only using the free version. it doesn't let you look at more than maybe 25 people per day. it's all right I would use it in combination with about four or five different apps to up your chances. don't pay a bunch of money.,4,male,"Mexico City, Mexico",2022-09-27,0.9575,0.0089,0.0121,0.0129,0.0085,0,Mexico City,Mexico,Positivo,Útil para viajar
f42a070c-c761-42ed-b793-2488c920a384,The app is great - You can meet fantastic people and the interface is really good. What I really hate is that they removed free comments entirely. Seems like they want to start milking customers now - I hope the app doesn't get downhill from here.,4,male,"Nairobi, Kenya",2022-08-08,0.0173,0.0154,0.9302,0.0223,0.0148,2,Nairobi,Kenya,Positivo,Fácil de usar
727c141b-50f2-4491-aa6a-1e2fc575bc63,Gran cantidad de personas. Depende mucho de como armas tu perfil. El precio premium el alto.,4,male,"Tijuana, Mexico",2022-12-18,0.0636,0.0565,0.0766,0.7492,0.0541,3,Tijuana,Mexico,Positivo,Para hacer amigos
526e6b79-a093-4069-bd01-63a09ee7fc92,"Girls always start the chat with a greeting, but appreciate the sentiment of the app all the same",4,male,"Lyon, France",2021-05-10,0.0272,0.0242,0.0328,0.8925,0.0232,3,Lyon,France,Positivo,Para hacer amigos
d9d1ac68-7967-4d8b-bc49-f4908f52a7c8,I tried about five dating apps now. This was the only one I actually went on dates (3) with people and match with some people ended with a few words exchanged. But I uninstalled it for a few weeks and hop back on I feel like I am now not getting any traction at all been like a month with nothing.... But still have better experience here than other dating apps,4,male,"Stockholm, Sweden",2021-03-26,0.0127,0.1948,0.3465,0.4352,0.0108,3,Stockholm,Sweden,Positivo,Para hacer amigos
0a585f09-a7b9-43a9-89d8-bb45128bd6cc,"bumble has been a wonderful app so far, and I am enjoying it a great deal.. but I will like some changes to be made like the fact of being able to delete messages due to error.. the fact that I am unable to delete a message is so embarrassing and annoying.. let's be able to edit delete and others too",4,female,"Canberra, Australia",2023-09-07,0.8508,0.1157,0.0121,0.0129,0.0085,0,Canberra,Australia,Positivo,Útil para viajar
7ee770e1-24a3-4542-b8fa-f99581534f66,Found a girl in 2022 and she's 10/10! Getting married this year! Took several years though so 4/5 stars.,4,male,"Boston, United States",2022-12-03,0.01,0.9564,0.0121,0.013,0.0085,1,Boston,United States,Positivo,Cara pero funciona
96b8c6d9-39fe-47f6-9c86-02f2595bbb83,I'm not religious but I believe in God's. I'm a Greek God and I'm very old. you are my BFF.,4,male,"Frankfurt, Germany",2021-10-04,0.0636,0.0565,0.7438,0.0819,0.0541,2,Frankfurt,Germany,Positivo,Fácil de usar
ca63e519-5ee3-48d7-9ad6-550cd590b95a,Solid dating App BUT I would be great if we could get one free compliment per week. Like the thing with the best bees,4,male,"Prague, Czech Republic",2021-08-07,0.0212,0.0188,0.4163,0.0273,0.5164,4,Prague,Czech Republic,Positivo,Casos de éxito / Ayuda
a3de72a5-ad57-4c7c-af35-3b8c835e5cb7,Why has my speed dating stopped working ?,4,male,"Marrakesh, Morocco",2022-05-11,0.8386,0.0339,0.0459,0.0491,0.0325,0,Marrakesh,Morocco,Positivo,Útil para viajar
90bb6cd9-694b-434c-80b0-71060c42ce2c,"I can see date and bff options, but I can't see any bizz option. What is the matter?",4,male,"Krakow, Poland",2021-09-14,0.9266,0.0154,0.0209,0.0223,0.0148,0,Krakow,Poland,Positivo,Útil para viajar
ef642805-3971-4f55-a56f-719509cf5d1d,"Pretty solid app in my experience. No glitches encountered, the subscription model is one of the fairest I've seen around (still slightly exploiting FOMO, but that's dating apps for you). Population seems nice overall, compared to many other apps. I just wish there would be a bit more selection options when it comes to gender (eg t4t). The ""only 3 gender"" boxes in the search certainly has some upsides, but in a way is also limiting/weird. PS: there are more gender option for self-identifying.",4,female,"São Paulo, Brazil",2023-07-08,0.4368,0.0113,0.0153,0.5258,0.0108,3,São Paulo,Brazil,Positivo,Para hacer amigos
1a853501-2876-42f2-9b9d-d073069f5031,Facing problem in chatting during night please Add Dark mode in app.,4,male,"Taipei, Taiwan",2021-11-19,0.9103,0.0188,0.0255,0.0273,0.018,0,Taipei,Taiwan,Positivo,Útil para viajar
7482ea8c-48c2-45c1-89a7-69a495da59ed,"Just wish these apps didn't bar potential matches behind a paywall. I understand money is a concern, but maybe just advertise to us? I've also heard complaints, from friends who are female, about having to message first. I think that the auto unmatching is a good enough incentive to get people talking.",4,male,"Tijuana, Mexico",2023-01-07,0.401,0.1143,0.4632,0.0129,0.0085,2,Tijuana,Mexico,Positivo,Fácil de usar
